name,price,img,web,phone,addr,hours,review,neighborhood
Mother's Ruin,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Mother%27s%20Ruin%20Nolita%20Bar.jpg?auto=format&blur=100&q=0&w=256,http://mothersruinnyc.com,(212) 219-0942,18 Spring St,"[('Saturday', '12pm-4am'), ('Sunday', '12pm-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am'), ('Saturday', '12pm-4am'), ('Sunday', '12pm-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am')]","There are three main things you need to know about (and order at) Mother’s Ruin. They are: alcoholic slushies, wine on tap, and fried chickpeas. This relaxed Nolita bar is cool without being too cool. There isn’t a ton of table seating and standing is often necessary, so this one is better suited to stopping in with a small group than it is to a date.",5
The Brooklyneer,2,https://infatuation.imgix.net/media/CACHE/images/reviews/the-brooklyneer/banners/Brooklyneer1_1/d0ee599a778ba02da192f11c262d66cb.jpg?auto=format&blur=100&q=0&w=256,http://brooklyneer.com/,646-692-4911,220 W. Houston St.,"[('Saturday', '11:30am-4am'), ('Sunday', '11:30am-4am'), ('Monday', '11:30am-4am'), ('Tuesday', '11:30am-4am'), ('Wednesday', '11:30am-4am'), ('Thursday', '11:30am-4am'), ('Friday', '11:30am-4am'), ('Saturday', '11:30am-4am'), ('Sunday', '11:30am-4am'), ('Monday', '11:30am-4am'), ('Tuesday', '11:30am-4am'), ('Wednesday', '11:30am-4am'), ('Thursday', '11:30am-4am'), ('Friday', '11:30am-4am')]","The Brooklyneer is a Brooklyn-themed bar, in Soho, that takes soccer seriously. Ponder that for a second. But not for too long, because this is actually a very useful hangout, with very good food. Use it if you want to catch some futbol, or if you need to escape the fraternity mixer that is next door at Houston Hall.",3
The Ship,3,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/The%20Ship%20Bar.jpg?auto=format&blur=100&q=0&w=256,http://www.theshipnyc.com,(212) 219-8496,158 Lafayette St,"[('Saturday', '6pm-3am'), ('Sunday', 'Closed'), ('Monday', '5pm-1am'), ('Tuesday', '5pm-1am'), ('Wednesday', '5pm-1am'), ('Thursday', '5pm-1am'), ('Friday', '6pm-3am'), ('Saturday', '6pm-3am'), ('Sunday', 'Closed'), ('Monday', '5pm-1am'), ('Tuesday', '5pm-1am'), ('Wednesday', '5pm-1am'), ('Thursday', '5pm-1am'), ('Friday', '6pm-3am')]","Ever heard of The Ship? Probably not. This cocktail bar on Lafayette has stayed relatively under the radar, possibly because it’s located underground, accessed through an almost-hidden door. Fittingly, there’s a boat theme going on, but it’s more “fancy barge” than polo shirt in Nantucket. It’s a big space, great for either a one-on-one drink at the bar or a small group gathering in one of the booths.",6
Spring Lounge,1,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Spring%20Lounge.jpg?auto=format&blur=100&q=0&w=256,http://thespringlounge.com,(212) 965-1774,48 Spring St,"[('Saturday', '8am-4am'), ('Sunday', '12pm-4am'), ('Monday', '8am-4am'), ('Tuesday', '8am-4am'), ('Wednesday', '8am-4am'), ('Thursday', '8am-4am'), ('Friday', '8am-4am'), ('Saturday', '8am-4am'), ('Sunday', '12pm-4am'), ('Monday', '8am-4am'), ('Tuesday', '8am-4am'), ('Wednesday', '8am-4am'), ('Thursday', '8am-4am'), ('Friday', '8am-4am')]","Spring Lounge smells like a sock and a hot dog on most nights, but don’t the best dive bars? If you’re waiting for a table at Rubirosa, here’s the place to drink a beer.",6
The Randolph at Broome,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Randolph%20at%20Broome.jpg?auto=format&blur=100&q=0&w=256,http://www.randolphnyc.com,(212) 274-0667,349 Broome St,"[('Saturday', '2pm-4am'), ('Sunday', '2pm-4am'), ('Monday', '5pm-4am'), ('Tuesday', '5pm-4am'), ('Wednesday', '5pm-4am'), ('Thursday', '5pm-4am'), ('Friday', '2pm-4am'), ('Saturday', '2pm-4am'), ('Sunday', '2pm-4am'), ('Monday', '5pm-4am'), ('Tuesday', '5pm-4am'), ('Wednesday', '5pm-4am'), ('Thursday', '5pm-4am'), ('Friday', '2pm-4am')]","You know the bars where the bartender is like, “Just tell me what you like, and I will make you a CURATED COCKTAIL suiting your tastebuds”? The Randolph is not like that. This is a modern cocktail bar, in that there’s a cocktail list with $15 drinks that have names like “Pom Selleck,” but without so many of the pretenses. It’s always relaxed but lively, and is a good place to stop into on a Friday night.",6
Botanica Bar,1,No image available.,No website available.,(212) 343-7251,47 E Houston St,[],"Botanica looks like a cross between a dive bar and the Central Perk cafe from Friends. That is not meant to be a joke - it actually does look like that: velvet couches, but also grimy floors. It’s an ideal place to gather a group, especially before 8pm, when well drinks are $4 and everything else is very cheap too.",6
La Compagnie des Vins Surnaturels,3,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/La%20Compagnie%20-%20Noah%20Fecks.jpg?auto=format&blur=100&q=0&w=256,http://www.compagnienyc.com,(212) 343-3660,249 Centre St,"[('Saturday', '12pm-3:30pm5pm-2am'), ('Sunday', '12pm-3:30pm5pm-1am'), ('Monday', '5pm-1am'), ('Tuesday', '5pm-1am'), ('Wednesday', '5pm-1am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am'), ('Saturday', '12pm-3:30pm5pm-2am'), ('Sunday', '12pm-3:30pm5pm-1am'), ('Monday', '5pm-1am'), ('Tuesday', '5pm-1am'), ('Wednesday', '5pm-1am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am')]","This is the best wine bar in the area, and not just because it has a fancy name. In addition to a large wine list (obviously), La Compagnie has tons of seating - whether you want to sit at the bar, at a small table, or gather a group around some couches in the back. The wallpaper also looks like a very cool science project, which is another plus.",7
Ear Inn,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Ear%20Inn_9u0OurN.jpg?auto=format&blur=100&q=0&w=256,http://earinn.com,(212) 431-9750,326 Spring St,"[('Saturday', '12pm-4am'), ('Sunday', '12pm-4am'), ('Monday', '12pm-4am'), ('Tuesday', '12pm-4am'), ('Wednesday', '12pm-4am'), ('Thursday', '12pm-4am'), ('Friday', '12pm-4am'), ('Saturday', '12pm-4am'), ('Sunday', '12pm-4am'), ('Monday', '12pm-4am'), ('Tuesday', '12pm-4am'), ('Wednesday', '12pm-4am'), ('Thursday', '12pm-4am'), ('Friday', '12pm-4am')]","The Ear Inn is located in way, way far west Soho, practically in the Holland Tunnel. But it’s worth diverting over here to drink in this extremely old school spot with an extremely cool history (it used to be the home of an African-American revolutionary war veteran). Open since 1817, it’s arguably the oldest bar in New York - and happens to still be a very good one.",6
Broome Street Bar,2,No image available.,http://broomestreetbar.ypguides.net,(212) 925-2086,363 W Broadway,"[('Saturday', '11am-2:30am'), ('Sunday', '11am-1:30am'), ('Monday', '11am-1:30am'), ('Tuesday', '11am-1:30am'), ('Wednesday', '11am-1:30am'), ('Thursday', '11am-1:30am'), ('Friday', '11am-2:30am'), ('Saturday', '11am-2:30am'), ('Sunday', '11am-1:30am'), ('Monday', '11am-1:30am'), ('Tuesday', '11am-1:30am'), ('Wednesday', '11am-1:30am'), ('Thursday', '11am-1:30am'), ('Friday', '11am-2:30am')]","Probably the most nondescript, bar-iest bar listed here, Broome Street Bar is a classic spot that checks off all the boxes: lots of space, good beer list, and... yeah, that’s basically it. But don’t underestimate it - this is the only bar of its kind in the heart of Soho anymore.",6
Forgtmenot,1,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Forgetmenot%20LES%20Bars.jpg?auto=format&blur=100&q=0&w=256,http://www.forgtmenotnyc.com,(646) 707-3195,138 Division St,"[('Saturday', '11am-1am'), ('Sunday', '11am-1am'), ('Monday', '12pm-12:10am'), ('Tuesday', '12pm-12:10am'), ('Wednesday', '12pm-12:10am'), ('Thursday', '12pm-12:10am'), ('Friday', '12pm-12:10am'), ('Saturday', '11am-1am'), ('Sunday', '11am-1am'), ('Monday', '12pm-12:10am'), ('Tuesday', '12pm-12:10am'), ('Wednesday', '12pm-12:10am'), ('Thursday', '12pm-12:10am'), ('Friday', '12pm-12:10am')]","Forgtmenot is a dive bar meets a surfer’s living room meets a Greek/Tex-Mex diner. In other words, it’s awesome. This is a great move if you’re waiting for a table at Kiki’s or Dimes or Mission Chinese nearby, but it’s also a worthy destination on its own. Your evening may start out innocently enough with just drinks, but once you see the ridiculously huge menu, you’re going to want to get in on the kebabs, nachos, and breakfast tacos (yes, even at night).",8
Top Hops,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Top%20Hops%20LES%20Bars.jpg?auto=format&blur=100&q=0&w=256,http://tophops.com,(212) 254-4677,94 Orchard St,"[('Saturday', '12pm-2am'), ('Sunday', '12pm-10pm'), ('Monday', '1pm-12am'), ('Tuesday', '1pm-12am'), ('Wednesday', '1pm-12am'), ('Thursday', '1pm-1am'), ('Friday', '12pm-2am'), ('Saturday', '12pm-2am'), ('Sunday', '12pm-10pm'), ('Monday', '1pm-12am'), ('Tuesday', '1pm-12am'), ('Wednesday', '1pm-12am'), ('Thursday', '1pm-1am'), ('Friday', '12pm-2am')]","This shop/bar is a craft beer nerd’s dream (the walls are lined with fridges of six-packs), but it’s a fun place to hang even if you don’t know the difference between an I.P.A. and a Pilsner. We also appreciate any bar that takes its hygiene seriously – Top Hops marks each draft beer with the date that the line was last cleaned. Which basically makes us never want to drink draft beer anywhere else.",8
Bar Goto,3,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Bar%20Goto%20LES%20Bars.jpg?auto=format&blur=100&q=0&w=256,http://www.bargoto.com,(212) 475-4411,245 Eldridge St,"[('Saturday', '5pm-2am'), ('Sunday', '5pm-12am'), ('Monday', 'Closed'), ('Tuesday', '5pm-12am'), ('Wednesday', '5pm-12am'), ('Thursday', '5pm-12am'), ('Friday', '5pm-2am'), ('Saturday', '5pm-2am'), ('Sunday', '5pm-12am'), ('Monday', 'Closed'), ('Tuesday', '5pm-12am'), ('Wednesday', '5pm-12am'), ('Thursday', '5pm-12am'), ('Friday', '5pm-2am')]","The Lower East Side is full of bars perfect for people who either want to forget that they just graduated or drink until they forget that they’ve been out of school for eight years. Bar Goto is not one of those bars. This is a tiny, beautifully-designed, relatively quiet Japanese spot where real, live Adults can congregate over fancy drinks and small plates (the wings are top-tier).",8
The Late Late,1,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/The%20Late%20Late%20LES%20Bars.jpg?auto=format&blur=100&q=0&w=256,http://www.thelatelate.com,(646) 861-3342,159 E Houston St,"[('Saturday', '4pm-4am'), ('Sunday', '4pm-4am'), ('Monday', '4pm-4am'), ('Tuesday', '4pm-4am'), ('Wednesday', '4pm-4am'), ('Thursday', '4pm-4am'), ('Friday', '4pm-4am'), ('Saturday', '4pm-4am'), ('Sunday', '4pm-4am'), ('Monday', '4pm-4am'), ('Tuesday', '4pm-4am'), ('Wednesday', '4pm-4am'), ('Thursday', '4pm-4am'), ('Friday', '4pm-4am')]","So you want to go to a bar that wasn’t made for ants? Shocking. The Late Late is by no means huge, but it’s a nice-sized, two-layer spot that’s one of your best options in the LES for a group larger than two. Also, there’s a tiny “grocery store” inside stocked with Irish treats. Buzzed shopping is fun shopping.",8
Bar Belly,3,https://infatuation.imgix.net/media/CACHE/images/images/reviews/bar_belly/banners/1522780784.55/d2926994ae056ce2278f472a78e461ee.jpg?auto=format&blur=100&q=0&w=256,http://barbellynyc.com/,917-488-0943,14 Orchard St.,"[('Saturday', '5:30pm-12:20am'), ('Sunday', 'Closed'), ('Monday', '5:30pm-12:20am'), ('Tuesday', '5:30pm-12:20am'), ('Wednesday', '5:30pm-12:20am'), ('Thursday', '5:30pm-12:20am'), ('Friday', '5:30pm-12:20am'), ('Saturday', '5:30pm-12:20am'), ('Sunday', 'Closed'), ('Monday', '5:30pm-12:20am'), ('Tuesday', '5:30pm-12:20am'), ('Wednesday', '5:30pm-12:20am'), ('Thursday', '5:30pm-12:20am'), ('Friday', '5:30pm-12:20am')]","The Leadbelly never lets us down. Why? It’s sexy without trying too hard, it’s laid-back yet cool, the oysters are fantastic, and it’s the elusive, perfect first/early in the game date spot. That said, you could really come here with any human and have a great time.",8
Sel Rrose,2,https://infatuation.imgix.net/media/CACHE/images/reviews/sel-rrose/banners/Sel-Rrose_1/b50665305b2610066578fb3f24483206.jpg?auto=format&blur=100&q=0&w=256,http://selrrose.com,212-226-2510,1 Delancey St.,"[('Saturday', '4pm-3am'), ('Sunday', '4pm-2am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '4pm-3am'), ('Saturday', '4pm-3am'), ('Sunday', '4pm-2am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '4pm-3am')]","Like many LES hangs, the entrance to Sel Rrose is barely marked, and the space is somewhere between an art gallery an industrial loft. The cocktails are very solid, as are the burger and the raw bar selections. Go during Happy Hour for $1 oysters.",8
169 Bar,1,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Bar%20169.jpg?auto=format&blur=100&q=0&w=256,http://169barnyc.com,(212) 473-8866,169 E Broadway,"[('Saturday', '12pm-4am'), ('Sunday', '12pm-4am'), ('Monday', '12pm-4am'), ('Tuesday', '12pm-4am'), ('Wednesday', '12pm-4am'), ('Thursday', '12pm-4am'), ('Friday', '12pm-4am'), ('Saturday', '12pm-4am'), ('Sunday', '12pm-4am'), ('Monday', '12pm-4am'), ('Tuesday', '12pm-4am'), ('Wednesday', '12pm-4am'), ('Thursday', '12pm-4am'), ('Friday', '12pm-4am')]","Dinosaurs, dumplings, and texting in your drink order. No, this isn’t the 2037 remake of Jurassic Park, it’s 169 Bar. Our pick if you’re looking for a good and weird time in the (lower) Lower East Side. Every time.",8
Attaboy,3,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Attaboy%20LES%20Bars.jpg?auto=format&blur=100&q=0&w=256,No website available.,No phone number available.,134 Eldridge St,"[('Saturday', '6pm-4am'), ('Sunday', '6pm-4am'), ('Monday', '6pm-4am'), ('Tuesday', '6pm-4am'), ('Wednesday', '6pm-4am'), ('Thursday', '6pm-4am'), ('Friday', '6pm-4am'), ('Saturday', '6pm-4am'), ('Sunday', '6pm-4am'), ('Monday', '6pm-4am'), ('Tuesday', '6pm-4am'), ('Wednesday', '6pm-4am'), ('Thursday', '6pm-4am'), ('Friday', '6pm-4am')]","Just when we were really getting tired of the nearly-impossible-to-find-and-even-harder-to-get-into speakeasy cocktail bars, Attaboy went and made them feel cool again. Makes sense, since it occupies the space of the OG speakeasy bar Milk & Honey, and is run by two of its veteran bartenders. You can’t make reservations – so come early or be prepared to wait – but the cocktails and atmosphere inside is actually worth it. Also: ring the doorbell to get in, and know there’s a good chance you’ll be standing as there are only a few seats.",8
Nitecap,3,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Nitecap%20LES%20Bars.jpg?auto=format&blur=100&q=0&w=256,http://nitecapnyc.com,(212) 466-3361,120 Rivington St,"[('Saturday', '6pm-4am'), ('Sunday', '6pm-2am'), ('Monday', '6pm-2am'), ('Tuesday', '6pm-2am'), ('Wednesday', '6pm-2am'), ('Thursday', '6pm-4am'), ('Friday', '6pm-4am'), ('Saturday', '6pm-4am'), ('Sunday', '6pm-2am'), ('Monday', '6pm-2am'), ('Tuesday', '6pm-2am'), ('Wednesday', '6pm-2am'), ('Thursday', '6pm-4am'), ('Friday', '6pm-4am')]","Another hard-to-locate speakeasy that makes this list is Nitecap, located in the basement beneath a restaurant (Schapiro’s). Unlike Attaboy, you don’t have to be let in by a host/gatekeeper, so despite the equally-expensive cocktails it feels like the more casual of the two. It can get packed, but if you can manage to snag a roomy booth it’s a great time for a group.",8
The Ten Bells,2,https://infatuation.imgix.net/media/CACHE/images/images/reviews/the-ten-bells/banners/1555020258.44/85545b160c85f287aabf8f68b0ddd605.jpg?auto=format&blur=100&q=0&w=256,www.tenbellsnyc.com,212-228-4450,247 Broome St.,"[('Saturday', '3pm-2am'), ('Sunday', '3pm-2am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am'), ('Saturday', '3pm-2am'), ('Sunday', '3pm-2am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am')]","“Where can my friend and I get a glass of wine after work where we can hear each other speak, and maybe eat something too?” is the question of the century. And if you’re in the Lower East Side, our answer will more often than not be The Ten Bells. Nice bar, great wine list, and a good, fun crowd. You’ll like it even more if you can make it for $1 Oyster Happy Hour, until 7pm daily.",8
Mr. Fong's,1,https://infatuation.imgix.net/media/CACHE/images/images/reviews/mr-fongs/banners/1481234032.24/3c57a469d2786effa12b07914c1d0b20.jpg?auto=format&blur=100&q=0&w=256,No website available.,No phone number available.,40 Market St,"[('Saturday', '5pm-4am'), ('Sunday', '5pm-4am'), ('Monday', '5pm-4am'), ('Tuesday', '5pm-4am'), ('Wednesday', '5pm-4am'), ('Thursday', '5pm-4am'), ('Friday', '5pm-4am'), ('Saturday', '5pm-4am'), ('Sunday', '5pm-4am'), ('Monday', '5pm-4am'), ('Tuesday', '5pm-4am'), ('Wednesday', '5pm-4am'), ('Thursday', '5pm-4am'), ('Friday', '5pm-4am')]","Mr. Fong’s tends to be filled with white-overall-wearing people who look like they don’t have normal jobs. That said, the place has surprisingly inclusive vibes, friendly staff, and great music. The Chinese-inspired cocktails – like the salty plum old fashioned – will only set you back $9, which is basically like stealing these days. Our favorite time to hit Mr. Fong’s is early in the evening (be warned, it gets crowded later on).",9
Marshall Stack,1,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Marshall%20Stack%20LES%20Bars.jpg?auto=format&blur=100&q=0&w=256,http://marshallstacknyc.com,(212) 228-4667,66 Rivington St,"[('Saturday', '1pm-4am'), ('Sunday', '1pm-2am'), ('Monday', '4pm-2am'), ('Tuesday', '4pm-2am'), ('Wednesday', '4pm-2am'), ('Thursday', '4pm-4am'), ('Friday', '4pm-4am'), ('Saturday', '1pm-4am'), ('Sunday', '1pm-2am'), ('Monday', '4pm-2am'), ('Tuesday', '4pm-2am'), ('Wednesday', '4pm-2am'), ('Thursday', '4pm-4am'), ('Friday', '4pm-4am')]","Got your dad in town from Michigan? Marshall Stack is the kind of chill bar where he’d (almost) fit in. Even if you don’t have anyone over-50 in tow, it’s a great, casual, unpretentious oasis in an area filled with sceney spots. This is a great place to catch up over a few beers.",8
Beverly's,1,No image available.,http://beverlysnyc.com,No phone number available.,21 Essex St,"[('Saturday', '12pm-2am'), ('Sunday', '12pm-2am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am'), ('Saturday', '12pm-2am'), ('Sunday', '12pm-2am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am')]",A cool little party-time dive bar that’s all about the neon pink lights.,8
Weather Up,2,No image available.,http://weatherupnyc.com,(212) 766-3206,159 Duane St,"[('Saturday', '5pm-2am'), ('Sunday', '5pm-2am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am'), ('Saturday', '5pm-2am'), ('Sunday', '5pm-2am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am')]","Subway tiles, nice cocktails, and a generally grown up vibe are what’s happening at Weather Up. The bar area is great for a date or one-on-one drink, and there are also tables for small groups.",10
Anotheroom,2,https://infatuation.imgix.net/media/CACHE/images/images/reviews/anotheroom/banners/1510327827.94/5e613a883deef48dd453e41115076d6c.jpg?auto=format&blur=100&q=0&w=256,http://theotheroom.com,(212) 226-1418,249 W Broadway,"[('Saturday', '5pm-4am'), ('Sunday', '5pm-2am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-4am'), ('Wednesday', '5pm-4am'), ('Thursday', '5pm-4am'), ('Friday', '5pm-4am'), ('Saturday', '5pm-4am'), ('Sunday', '5pm-2am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-4am'), ('Wednesday', '5pm-4am'), ('Thursday', '5pm-4am'), ('Friday', '5pm-4am')]","Small, dark, and cozy without being too pristine, Anotherroom is a good hang.",10
Puffy's Tavern,2,https://infatuation.imgix.net/media/CACHE/images/images/reviews/puffys-tavern/banners/1510266981.2/e49cbafb8d0509476f427af28f2d68ba.jpg?auto=format&blur=100&q=0&w=256,http://www.puffystavernnyc.com,(212) 227-3912,81 Hudson St,"[('Saturday', '12pm-4am'), ('Sunday', '12pm-4am'), ('Monday', '11:30am-4am'), ('Tuesday', '11:30am-4am'), ('Wednesday', '11:30am-4am'), ('Thursday', '11:30am-3:30am'), ('Friday', '11:30am-4am'), ('Saturday', '12pm-4am'), ('Sunday', '12pm-4am'), ('Monday', '11:30am-4am'), ('Tuesday', '11:30am-4am'), ('Wednesday', '11:30am-4am'), ('Thursday', '11:30am-3:30am'), ('Friday', '11:30am-4am')]","This is a classic bar with one very important twist: they make Alidoro sandwiches during the day, till 5pm. Which means that from 4 to 5pm, when Happy Hour and Alidoro hours overlap, you need to be at Puffy’s. The bartenders here are also very friendly, if you need someone to talk to.",10
Nancy Whiskey Pub,1,https://infatuation.imgix.net/media/CACHE/images/images/reviews/nancy-whiskey-pub/banners/1510328248.1/42f7872cfbca95e3c65e90ce4765127b.jpg?auto=format&blur=100&q=0&w=256,http://www.nancywhiskeypub.com,(212) 226-9943,1 Lispenard St,"[('Saturday', '10am-4am'), ('Sunday', '12pm-4am'), ('Monday', '9am-4am'), ('Tuesday', '9am-4am'), ('Wednesday', '9am-4am'), ('Thursday', '9am-4am'), ('Friday', '9am-4am'), ('Saturday', '10am-4am'), ('Sunday', '12pm-4am'), ('Monday', '9am-4am'), ('Tuesday', '9am-4am'), ('Wednesday', '9am-4am'), ('Thursday', '9am-4am'), ('Friday', '9am-4am')]","A true dive with sticky floors and cheap drinks, that happens to have shuffleboard.",10
Belle Reve,2,https://infatuation.imgix.net/media/CACHE/images/reviews/belle-reve/banners/Belle-Reve-NY_1/abba697e836b2db9627ce63b36f83971.jpg?auto=format&blur=100&q=0&w=256,http://www.bellerevenyc.com/,212-680-0101,305 Church St.,"[('Saturday', '11am-4am'), ('Sunday', '11am-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am'), ('Saturday', '11am-4am'), ('Sunday', '11am-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am')]","Be warned that Belle Reve can get weird. We’re pretty sure we once crashed a swingers’ party here. But this new-bar-that-looks-like-an-old-bar can also be a great hang, with good drinks, good music, and good food. Come with an open mind.",10
The Dead Rabbit,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/NoahDevereaux_OysterHappyHour_09_DeadRabbit.JPG?auto=format&blur=100&q=0&w=256,http://www.deadrabbitnyc.com,(646) 422-7906,30 Water St,"[('Saturday', '11am-4am'), ('Sunday', '11am-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am'), ('Saturday', '11am-4am'), ('Sunday', '11am-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am')]","Always our first FiDi bar recommendation, The Dead Rabbit would be a pretty cool spot in any neighborhood. It’s located over several floors, and has a fun, old time-y theme to fit the area’s history.",11
Fraunces Tavern,2,No image available.,http://www.frauncestavern.com,(212) 968-1776,54 Pearl St,"[('Saturday', '11am-2:30am'), ('Sunday', '11am-2:30am'), ('Monday', '11am-2:30am'), ('Tuesday', '11am-2:30am'), ('Wednesday', '11am-2:30am'), ('Thursday', '11am-2:30am'), ('Friday', '11am-2:30am'), ('Saturday', '11am-2:30am'), ('Sunday', '11am-2:30am'), ('Monday', '11am-2:30am'), ('Tuesday', '11am-2:30am'), ('Wednesday', '11am-2:30am'), ('Thursday', '11am-2:30am'), ('Friday', '11am-2:30am')]","This is one of the oldest and most historic bars/taverns in America, and we’re pretty sure part of the American Revolution happened here. It’s a funky old place, with a big bar area and a very large selection of beers.",11
The Malt House FiDi,2,No image available.,http://themalthousefidi.com,(646) 682-7577,9 Maiden Ln,"[('Saturday', '11am-4am'), ('Sunday', '11am-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am'), ('Saturday', '11am-4am'), ('Sunday', '11am-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am')]",A big modern “gastropub” in an area where such things aren’t very common. Use it for a team outing or a drinks meeting.,11
The Raines Law Room,3,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Raines%20Law%20Room.jpg?auto=format&blur=100&q=0&w=256,http://www.raineslawroom.com,(212) 242-0600,48 W 17th St,"[('Saturday', '5pm-3am'), ('Sunday', '8pm-1am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-3am'), ('Friday', '5pm-3am'), ('Saturday', '5pm-3am'), ('Sunday', '8pm-1am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-3am'), ('Friday', '5pm-3am')]","Casting directors looking for a real “speakeasy” for the date scene in your romantic comedy, check out Raines Law Room. They do the whole shebang: an unmarked door, dark and low ceilings, plush old-timey couches, and of course, fancy cocktails. Naturally, a good spot for a one-on-one.",12
Bar Veloce,3,No image available.,http://winebarveloce.com,(212) 629-5300,176 7th Ave,"[('Saturday', '5pm-3am'), ('Sunday', '5pm-3am'), ('Monday', '5pm-3am'), ('Tuesday', '5pm-3am'), ('Wednesday', '5pm-3am'), ('Thursday', '5pm-3am'), ('Friday', '5pm-3am'), ('Saturday', '5pm-3am'), ('Sunday', '5pm-3am'), ('Monday', '5pm-3am'), ('Tuesday', '5pm-3am'), ('Wednesday', '5pm-3am'), ('Thursday', '5pm-3am'), ('Friday', '5pm-3am')]","A relatively nondescript, but very useful modern-looking wine bar on 7th Avenue. In addition to wine and cocktails, they do easy little Italian small plates and paninis. We’ve been on both job interviews and dates here.",13
